Price,Close,High,Low,Open,Volume,RSI,MACD,Signal
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F,,,
Date,,,,,,,,
2024-12-09 08:15:00+00:00,2669.60009765625,2671.89990234375,2669.5,2671.60009765625,1844,80.46022169215658,3.0169629682300183,2.058246357744707
2024-12-09 08:30:00+00:00,2669.39990234375,2670.300048828125,2668.39990234375,2669.5,2705,79.54501317797198,2.986589073794221,2.24391490095461
2024-12-09 08:45:00+00:00,2671.0,2672.10009765625,2668.5,2669.300048828125,2286,80.54026947490664,3.056399777811748,2.406411876326038
2024-12-09 09:00:00+00:00,2673.89990234375,2673.89990234375,2670.39990234375,2671.10009765625,1402,82.52388063239233,3.307595248234975,2.5866485507078254
2024-12-09 09:15:00+00:00,2674.699951171875,2676.0,2672.800048828125,2674.0,1874,85.16710082119454,3.5305289820266808,2.7754246369715965
2024-12-09 09:30:00+00:00,2674.89990234375,2676.300048828125,2653.10009765625,2674.60009765625,1166,82.58376880769178,3.680908736092533,2.956521456795784
2024-12-09 09:45:00+00:00,2677.10009765625,2679.0,2674.699951171875,2674.89990234375,2083,84.02043692741367,3.932294109806662,3.1516759873979594
2024-12-09 10:00:00+00:00,2678.199951171875,2679.0,2656.300048828125,2677.300048828125,1128,85.71377029464823,4.17217359633014,3.3557755091843955
2024-12-09 10:15:00+00:00,2679.699951171875,2680.39990234375,2678.300048828125,2678.300048828125,1226,85.64297800338409,4.432225346782161,3.5710654767039487
2024-12-09 10:30:00+00:00,2677.60009765625,2680.199951171875,2656.39990234375,2679.60009765625,3219,77.37566558405692,4.417950222992204,3.7404424259616
2024-12-09 10:45:00+00:00,2679.39990234375,2679.5,2677.0,2677.800048828125,1080,75.72798274411274,4.499993161213752,3.8923525730120305
2024-12-09 11:00:00+00:00,2679.89990234375,2680.10009765625,2678.39990234375,2679.39990234375,882,74.61922643169623,4.552875883054185,4.024457235020462
2024-12-09 11:15:00+00:00,2678.199951171875,2682.5,2678.0,2679.800048828125,2638,65.28487577796892,4.406814949041291,4.1009287778246275
2024-12-09 11:30:00+00:00,2675.39990234375,2679.800048828125,2658.0,2678.300048828125,1751,59.15478428315987,4.018793912468027,4.084501804753308
2024-12-09 11:45:00+00:00,2678.300048828125,2678.800048828125,2654.699951171875,2675.60009765625,1512,69.50657426566383,3.9003413223113057,4.047669708264908
2024-12-09 12:00:00+00:00,2679.60009765625,2680.39990234375,2677.199951171875,2678.300048828125,2376,71.7953800888926,3.8667958511005054,4.011494936832028
2024-12-09 12:15:00+00:00,2678.39990234375,2679.60009765625,2677.39990234375,2679.60009765625,1361,66.08674422554347,3.700705660965923,3.949337081658807
2024-12-09 12:30:00+00:00,2677.800048828125,2679.60009765625,2657.10009765625,2678.60009765625,1499,59.42066590397113,3.480553172737018,3.8555802998744495
2024-12-09 12:45:00+00:00,2678.699951171875,2679.10009765625,2675.699951171875,2677.699951171875,1709,59.615474904925115,3.340191687469087,3.7525025773933773
2024-12-09 13:00:00+00:00,2678.5,2681.300048828125,2677.300048828125,2678.800048828125,3271,58.6541621672379,3.1762064794606886,3.63724335780684
2024-12-09 13:15:00+00:00,2679.0,2680.800048828125,2677.199951171875,2678.5,2783,54.97366806421925,3.051417994788153,3.5200782852031027
2024-12-09 13:30:00+00:00,2684.300048828125,2685.800048828125,2663.0,2679.0,5162,63.09044804895427,3.341671162660532,3.4843968606945888
2024-12-09 13:45:00+00:00,2688.699951171875,2689.5,2684.300048828125,2684.39990234375,6268,67.17576457871294,3.8819851288694736,3.563914514329566
2024-12-09 14:00:00+00:00,2688.699951171875,2689.699951171875,2664.39990234375,2688.800048828125,5911,73.0288817075765,4.261068890100432,3.7033453894837396
2024-12-09 14:15:00+00:00,2691.39990234375,2692.300048828125,2666.5,2689.5,4355,74.0,4.7248933675664375,3.9076549851002795
2024-12-09 14:30:00+00:00,2695.699951171875,2695.89990234375,2668.699951171875,2691.39990234375,5304,77.43059382020091,5.377467512923886,4.201617490665001
2024-12-09 14:45:00+00:00,2697.5,2698.800048828125,2675.699951171875,2695.60009765625,4972,83.3909186906019,5.971055510385668,4.555505094609134
2024-12-09 15:00:00+00:00,2699.5,2699.800048828125,2674.199951171875,2697.39990234375,6100,92.88258701280648,6.527615274660548,4.949927130619417
2024-12-09 15:15:00+00:00,2695.39990234375,2700.0,2676.800048828125,2699.5,4088,79.18058876954996,6.562204276659941,5.2723825598275225
2024-12-09 15:30:00+00:00,2695.5,2697.199951171875,2692.800048828125,2695.39990234375,3387,78.29154285912874,6.522505965600885,5.522407240982195
2024-12-09 15:45:00+00:00,2691.199951171875,2695.60009765625,2689.60009765625,2695.5,5346,70.51293086583982,6.074048909785688,5.632735574742894
2024-12-09 16:00:00+00:00,2690.800048828125,2692.699951171875,2669.5,2691.10009765625,2727,70.96774193548387,5.621572694363294,5.630502998666975
2024-12-09 16:15:00+00:00,2691.699951171875,2693.5,2689.800048828125,2690.699951171875,2562,70.96774193548387,5.274792112045361,5.559360821342652
2024-12-09 16:30:00+00:00,2691.60009765625,2692.60009765625,2688.800048828125,2691.60009765625,2186,71.19763601599166,4.935020809984962,5.434492819071115
2024-12-09 16:45:00+00:00,2690.5,2692.60009765625,2688.39990234375,2691.60009765625,3801,68.25396825396825,4.524821591518958,5.252558573560683
2024-12-09 17:00:00+00:00,2690.300048828125,2692.199951171875,2688.800048828125,2690.5,1945,61.36367839902343,4.135924998195151,5.029231858487576
2024-12-09 17:15:00+00:00,2690.199951171875,2691.199951171875,2688.800048828125,2690.60009765625,909,53.39365016239146,3.776115888417735,4.778608664473608
2024-12-09 17:30:00+00:00,2688.5,2690.800048828125,2688.199951171875,2690.0,874,49.57993537467303,3.3155728640449524,4.486001504387877
2024-12-09 17:45:00+00:00,2687.39990234375,2689.0,2686.300048828125,2688.39990234375,2336,40.99107025029693,2.8292071730652424,4.1546426381233506
2024-12-09 18:00:00+00:00,2685.0,2687.5,2665.5,2687.39990234375,2001,23.64550385452621,2.2244645538726218,3.768607021273205
2024-12-09 18:15:00+00:00,2685.5,2686.60009765625,2664.39990234375,2685.199951171875,3654,18.421052631578945,1.7651993729796231,3.3679254916144887
2024-12-09 18:30:00+00:00,2686.60009765625,2686.89990234375,2684.300048828125,2685.5,1237,14.365102916183332,1.473017071376944,2.98894380756698
2024-12-09 18:45:00+00:00,2685.800048828125,2687.300048828125,2685.60009765625,2686.60009765625,562,17.568169446231508,1.1634912354406879,2.6238532931417216
2024-12-09 19:00:00+00:00,2683.800048828125,2686.10009765625,2663.0,2685.699951171875,811,14.97010365042469,0.7481819197018922,2.2487190184537558
2024-12-09 19:15:00+00:00,2684.10009765625,2684.39990234375,2682.699951171875,2683.800048828125,782,22.04771333551203,0.43820635753809256,1.8866164862706232
2024-12-09 19:30:00+00:00,2683.0,2684.5,2682.60009765625,2684.0,690,20.89565835261537,0.10259712847755509,1.5298126147120097
2024-12-09 19:45:00+00:00,2682.89990234375,2683.39990234375,2681.60009765625,2682.89990234375,1295,15.08011857937261,-0.16949877146680592,1.1899503374762466
2024-12-09 20:00:00+00:00,2681.89990234375,2682.89990234375,2680.199951171875,2682.89990234375,1193,14.07465007776051,-0.4605197896971731,0.8598563120415627
2024-12-09 20:15:00+00:00,2680.5,2682.300048828125,2661.60009765625,2681.89990234375,874,13.768885114814424,-0.7949527426303575,0.5288945011071786
2024-12-09 20:30:00+00:00,2680.60009765625,2681.699951171875,2680.0,2680.39990234375,1196,14.599853876721838,-1.0399285737162245,0.215129886142498
2024-12-09 20:45:00+00:00,2680.800048828125,2681.0,2679.699951171875,2680.699951171875,815,15.943105827406868,-1.2040596461984023,-0.06870802032568206
2024-12-09 21:00:00+00:00,2682.39990234375,2682.5,2680.60009765625,2680.800048828125,522,27.737187254971843,-1.1913072470824773,-0.2932278656770411
2024-12-09 21:15:00+00:00,2682.60009765625,2683.199951171875,2681.0,2682.39990234375,916,31.251192065611292,-1.151769903791319,-0.46493627329989673
2024-12-09 21:30:00+00:00,2682.39990234375,2683.199951171875,2681.800048828125,2682.60009765625,504,37.7360663288807,-1.1236377662689847,-0.5966765718937144
2024-12-09 21:45:00+00:00,2683.0,2683.89990234375,2681.199951171875,2682.300048828125,801,38.318503308236366,-1.0409208908881737,-0.6855254356926063
2024-12-09 23:00:00+00:00,2683.0,2684.5,2682.60009765625,2684.39990234375,192,31.25063574407487,-0.9642518758073493,-0.7412707237155549
2024-12-09 23:15:00+00:00,2683.39990234375,2683.800048828125,2682.699951171875,2682.89990234375,217,36.9563486798461,-0.8612938921169189,-0.7652753573958277
2024-12-09 23:30:00+00:00,2683.60009765625,2684.10009765625,2682.10009765625,2683.39990234375,686,48.64909444792663,-0.7548434937311868,-0.7631889846628996
2024-12-09 23:45:00+00:00,2683.0,2684.199951171875,2682.39990234375,2683.699951171875,296,42.857142857142854,-0.7107110175033995,-0.7526933912309997
2024-12-10 00:00:00+00:00,2682.10009765625,2683.199951171875,2661.0,2683.0,860,44.00104159885424,-0.7398221018120239,-0.7501191333472046
2024-12-10 00:15:00+00:00,2682.800048828125,2682.800048828125,2681.5,2681.89990234375,359,49.38364628228699,-0.6983623495762004,-0.7397677765930037
2024-12-10 00:30:00+00:00,2684.300048828125,2684.300048828125,2682.699951171875,2682.89990234375,496,63.95378544866154,-0.5382629727578205,-0.6994668158259671
2024-12-10 00:45:00+00:00,2687.699951171875,2688.300048828125,2664.39990234375,2684.10009765625,1598,83.96093875952924,-0.1354776561165636,-0.5866689838840865
2024-12-10 01:00:00+00:00,2686.800048828125,2689.5,2665.60009765625,2687.800048828125,1781,77.19241888853196,0.10985170877211203,-0.4473648453528468
2024-12-10 01:15:00+00:00,2687.199951171875,2689.0,2686.10009765625,2686.800048828125,1434,77.58555373153176,0.33271049547920484,-0.2913497771864365
2024-12-10 01:30:00+00:00,2686.199951171875,2687.800048828125,2662.60009765625,2687.199951171875,1268,67.2725658610205,0.4237513056291391,-0.1483295606233214
2024-12-10 01:45:00+00:00,2690.300048828125,2691.5,2670.39990234375,2686.10009765625,2048,75.83850829906113,0.817323818288969,0.04480111515913671
2024-12-10 02:00:00+00:00,2691.300048828125,2693.89990234375,2672.199951171875,2690.199951171875,2965,78.34450370877198,1.1961361992243837,0.27506813197218616
2024-12-10 02:15:00+00:00,2690.800048828125,2693.0,2689.5,2691.300048828125,901,75.00039125467549,1.4394093045243608,0.5079363664826211
2024-12-10 02:30:00+00:00,2693.39990234375,2694.39990234375,2690.5,2690.699951171875,1406,78.57162020765702,1.8210000885042064,0.7705491108869382
2024-12-10 02:45:00+00:00,2691.60009765625,2694.199951171875,2670.89990234375,2693.60009765625,563,70.91928251121075,1.9556409260835608,1.0075674739262628
2024-12-10 03:00:00+00:00,2690.300048828125,2691.89990234375,2689.60009765625,2691.60009765625,541,66.18387686501151,1.9351346566891152,1.1930809104788334
2024-12-10 03:15:00+00:00,2690.0,2691.300048828125,2667.89990234375,2690.199951171875,1404,67.15735554598115,1.8730801555561811,1.329080759494303
2024-12-10 03:30:00+00:00,2692.89990234375,2693.10009765625,2689.199951171875,2690.0,629,74.10733748964554,2.034447554960934,1.4701541185876292
2024-12-10 03:45:00+00:00,2692.699951171875,2694.39990234375,2690.199951171875,2692.800048828125,1783,72.603121516165,2.1217398962830885,1.600471274126721
2024-12-10 04:00:00+00:00,2695.10009765625,2696.89990234375,2673.800048828125,2692.800048828125,1210,73.68477411202844,2.3574166365706333,1.7518603466155036
2024-12-10 04:15:00+00:00,2694.39990234375,2696.60009765625,2694.0,2695.10009765625,827,66.66666666666666,2.459342472134267,1.8933567717192563
2024-12-10 04:30:00+00:00,2694.699951171875,2695.699951171875,2694.300048828125,2694.300048828125,364,70.25615985576923,2.535107720222186,2.0217069614198424
2024-12-10 04:45:00+00:00,2693.5,2695.10009765625,2693.0,2694.800048828125,642,65.51732432139895,2.4698552402533096,2.1113366171865358
2024-12-10 05:00:00+00:00,2692.39990234375,2693.60009765625,2692.0,2693.10009765625,560,65.19584963917711,2.302827925929705,2.14963487893517
2024-12-10 05:15:00+00:00,2691.10009765625,2693.10009765625,2671.199951171875,2692.39990234375,619,52.27288490615767,2.0420348934721915,2.128114881842574
2024-12-10 05:30:00+00:00,2693.89990234375,2694.199951171875,2691.0,2691.10009765625,832,56.7007714476284,2.037785058002555,2.1100489170745704
2024-12-10 05:45:00+00:00,2691.300048828125,2693.89990234375,2690.699951171875,2693.60009765625,1447,51.162817106129765,1.8038370710410163,2.04880654786786
2024-12-10 06:00:00+00:00,2690.10009765625,2691.699951171875,2688.0,2691.199951171875,1150,41.79137110096201,1.5042653402397264,1.9398983063422333
2024-12-10 06:15:00+00:00,2692.199951171875,2692.39990234375,2670.0,2689.89990234375,664,51.47025383869694,1.4199252009411794,1.8359036852620225
2024-12-10 06:30:00+00:00,2689.89990234375,2692.199951171875,2689.5,2692.199951171875,609,49.06506337489875,1.154185581857746,1.6995600645811673
2024-12-10 06:45:00+00:00,2692.5,2693.300048828125,2689.89990234375,2690.10009765625,536,55.274326802233354,1.140247111201461,1.587697473905226
2024-12-10 07:00:00+00:00,2691.60009765625,2693.199951171875,2691.10009765625,2692.39990234375,1013,47.005017888886385,1.0445453063571222,1.4790670403956054
2024-12-10 07:15:00+00:00,2691.0,2692.800048828125,2690.10009765625,2691.699951171875,1085,46.15393113200252,0.909790571506619,1.3652117466178082
